HIP   |HD    |BD         |HR  |Fl |Bayer|Comp  |RA          |Dec         |Px    |pmRA    |pmDe    |SpType                    |RV     |mB    |mV   |mI    |B-V   |Cst|Star name                 |FlN    |BaN      |
 86561|161193|BD+51 2243 |6607|   |     |      |265.34085541| 51.81818194| 10.76|  -25.50|   -6.90|K0III                     |  -6.51| 7.640| 7.07| 6.466| 0.570|Cas|                          |       |         |
 86565|160613|BD-12 4808 |6581|56 |Omi  |      |265.35381869|-12.87517293| 18.83|  -72.86|  -55.54|A3IV                      | -30.20| 7.880| 7.60| 7.301| 0.280|Cas|                          |56Cas  |OmiCas   |
 86575|160781|BD+06 3498 |6590|   |     |      |265.38468635|  6.31316427|  2.89|   -2.53|   -2.62|G7III                     | -30.50| 9.670| 8.96| 8.247| 0.710|Cet|                          |       |         |
 86614|162003|BD+72  804 |6636|31 |Psi  |A     |265.48461326| 72.14949923| 43.79|   25.35| -268.22|F5IV-V                    | -13.30| 8.985| 8.02| 7.188| 0.965|And|Dsiban                    |31And  |PsiAnd   |
 86620|162004|BD+72  805 |6637|31 |Psi  |B     |265.49182575| 72.15757573| 43.36|   29.30| -277.20|F8V                       | -11.20| 7.419| 6.85| 6.278| 0.569|Scl|                          |31Scl  |PsiScl   |
 86623|160910|BD+16 3256 |6594|   |     |A     |265.49432596| 15.95217917| 28.69|    0.90|  113.90|F3IV                      | -41.00| 8.398| 8.07| 7.726| 0.328|Hyi|                          |       |         |
 86628|160342|CD-50 11474|6576|   |     |      |265.51507352|-50.51066664|  2.71|    2.52|  -14.10|M3+ II-III                | -27.10| 8.285| 8.18| 8.064| 0.105|And|                          |       |         |
 86667|161074|BD+24 3231 |6602|83 |     |A     |265.61832226| 24.56431005|  8.04|  -55.10| -104.40|K4III                     | -28.60|10.861| 9.46| 6.707| 1.401|Psc|                          |83Psc  |         |
 86670|160578|CD-38 12137|6580|   |Kap  |      |265.62199893|-39.02992100|  6.75|   -6.05|  -25.54|B1.5III                   | -14.00|10.310| 9.54| 8.797| 0.770|Psc|                          |       |KapPsc   |
 86698|160668|CD-36 11804|6583|   |     |      |265.71288315|-36.94550704|  4.73|    8.18|  -22.54|K5 III                    |  -4.00|10.389| 9.89| 9.351| 0.499|Tuc|                          |       |         |
 86713|161369|BD+44 2757 |6612|   |     |      |265.77325246| 44.08423549|  3.13|  -42.58|   35.08|K4III                     | -61.07|10.240| 9.08| 8.035| 1.160|Tuc|                          |       |         |
 86716|160748|CD-32 13208|6587|   |     |      |265.77860267|-33.05127525|  2.17|   -2.37|   -4.83|M1 III                    |  -2.10|10.540| 9.52| 8.300| 1.020|Psc|                          |       |         |
 86725|160839|CD-27 11850|6593|   |     |      |265.82377367|-27.88397157|  2.16|    3.05|   -2.77|F0 III/IV                 | -24.70|11.034| 9.99| 9.185| 1.044|Cas|                          |       |         |
 86731|161239|BD+24 3237 |6608|84 |     |      |265.84016162| 24.32764601| 25.60| -116.52|   72.96|G2IV                      | -23.60| 6.725| 6.69| 6.629| 0.035|And|                          |84And  |         |
 86732|161149|BD+14 3321 |6604|   |     |      |265.84175566| 14.29509973|  8.31|    1.36|   28.16|F5III                     | -51.20| 9.757| 8.39| 7.176| 1.367|Cet|                          |       |         |
 86736|160915|BD-21 4712 |6595|58 |     |      |265.85772888|-21.68308557| 56.65|  -97.54|  -44.56|F5V                       |  10.20| 9.314| 7.73| 6.289| 1.584|Cas|                          |58Cas  |         |
 86742|161096|BD+04 3489 |6603|60 |Bet  |      |265.86823710|  4.56691702| 39.85|  -41.40|  157.60|K2III                     | -12.53| 9.220| 8.78| 8.304| 0.440|Scl|Cebalrai                  |60Scl  |BetScl   |
 86768|161056|BD-07 4487 |6601|   |     |      |265.94593674| -7.07958247|  3.00|   -4.42|  -10.74|B3 II/III                 | -26.00| 6.327| 5.92| 5.491| 0.407|Cet|                          |       |         |
 86769|161023|BD-13 4732 |6600|   |     |      |265.95188410|-13.50842925| 22.73|  -71.94| -110.72|F0 V                      |  -8.40| 9.701| 8.10| 6.684| 1.601|Cet|                          |       |         |
 86782|161693|BD+53 1978 |6618|   |     |      |265.99651281| 53.80175505|  6.12|   13.86|  -16.43|A0V                       |  -2.00| 9.949| 9.41| 8.817| 0.539|Scl|                          |       |         |
 86796|160691|CD-51 11094|6585|   |Mu.  |      |266.03632101|-51.83358820| 64.47|  -14.40| -191.80|G3IV-V                    |  -9.36|      |12.01|      |      |Phe|                          |       |MuPhe    |
 86809|161321|BD+14 3329 |6611|   |     |A     |266.07186934| 14.41003116|  6.83|   -3.50|   14.46|A3   M                    | -38.60| 7.339| 7.28| 7.213| 0.059|And|                          |       |         |
 86815|159964|CP-72  2086|6565|   |     |AB    |266.08248302|-72.22118893| 23.04|    5.30|  109.00|F7V                       |  35.30| 8.947| 7.81| 6.831| 1.137|Scl|                          |       |         |
 86831|161270|BD+02 3390 |6609|61 |     |A     |266.14203543|  2.57940751|  7.09|    7.50|   16.20|A0IV                      | -31.50|13.254|12.26|11.220| 0.994|Psc|                          |61Psc  |         |
 86835|161289|BD+02 3391 |6610|   |     |B     |266.14777178|  2.57909537|  0.28|   -0.40|   12.80|A0IV                      | -30.50| 9.076| 7.38| 5.853| 1.696|Cas|                          |       |         |
 86847|160928|CD-42 12431|6597|   |     |AB    |266.17502414|-42.72930020| 13.87|    4.80|    5.70|A2IV (wk met)             |  -8.80| 8.666| 8.12| 7.571| 0.546|Psc|                          |       |         |
 86871|160720|CP-57  8703|6586|   |     |AP    |266.23268327|-57.54551039|  7.94|   17.10|  -12.90|G8III                     |  -6.30| 9.271| 8.75| 8.200| 0.521|Psc|                          |       |         |
 86925|161695|BD+31 3090 |6619|   |     |      |266.41763117| 31.50468409|  0.12|    4.69|   -1.93|A0Ib                      |   2.40| 9.352| 8.23| 7.269| 1.122|And|                          |       |         |
 86929|160635|CP-64  3662|6582|   |Eta  |      |266.43334328|-64.72373456|  9.26|  -11.95|  -56.60|K2II                      |  -7.60| 9.174| 8.39| 7.600| 0.784|And|                          |       |EtaAnd   |
 86939|161815|BD+38 2997 |6625|   |     |      |266.47383521| 38.88146481|  8.90|    1.98|  -32.65|K0III                     | -10.14|10.322| 9.35| 8.513| 0.972|Cet|                          |       |         |
 86946|161832|BD+39 3219 |6626|   |     |AB    |266.49352045| 39.32250339|  3.66|    6.50|    8.20|K3III                     | -26.69| 9.343| 8.89| 8.388| 0.453|Psc|                          |       |         |
 86974|161797|BD+27 2888 |6623|86 |Mu.  |A     |266.61549530| 27.72249916|120.33| -310.30| -750.30|G5IV                      | -17.07| 8.860| 7.85| 6.963| 1.010|And|                          |86And  |MuAnd    |
 87042|161390|CD-38 12189|6613|   |     |AB    |266.78039631|-38.11209751|  6.71|   -9.60|  -30.00|A0 V                      |   1.00| 8.599| 8.44| 8.281| 0.159|Cas|                          |       |         |
 87044|161833|BD+17 3334 |6627|   |     |AB    |266.78349791| 17.69704103|  6.99|   12.10|  -12.80|A0V                       |   3.00|10.375| 9.23| 8.138| 1.145|Cas|                          |       |         |
 87045|162132|BD+47 2537 |6641|   |     |AB    |266.78352511| 47.61222301|  8.56|  -12.60|    4.80|A2IIIs                    | -27.10| 8.967| 8.81| 8.674| 0.157|Scl|                          |       |         |
 87072|161592|CD-27 11930|6616|3  |X    |      |266.89011254|-27.83076251|  3.31|   -3.85|  -10.16|F7 II                     | -10.10|10.328| 9.26| 8.344| 1.068|Phe|                          |3Phe   |XPhe     |
 87073|161471|CD-40 11838|6615|   |Iot01|A     |266.89617134|-40.12698187|  1.69|    0.00|   -6.24|F2Ia                      | -26.00| 9.585| 8.22| 6.996| 1.365|Cas|                          |       |Iot01Cas |
 87074|161701|BD-14 4770 |6620|   |     |      |266.90330273|-14.72578097|  5.44|  -21.73|  -18.59|B9 V                      | -18.50| 9.232| 7.76| 6.461| 1.472|Phe|                          |       |         |
 87099|161664|BD-22 4423 |6617|   |     |      |266.93999985|-22.47776765|  1.28|    1.50|  -10.11|G6Ib Hdel1                | -24.70|10.593| 9.70| 8.881| 0.893|Cet|                          |       |         |
 87108|161868|BD+02 3403 |6629|62 |Gam  |      |266.97322551|  2.70745866| 31.73|  -23.20|  -74.90|A1VnkA0mA0                |  -7.60|11.271|10.13| 8.993| 1.141|And|                          |62And  |GamAnd   |
 87150|161941|BD+03 3493 |6633|   |     |      |267.08430723|  3.80419722|  3.78|   15.27|    7.41|B9/A0 III                 | -49.40| 9.648| 8.49| 7.523| 1.158|Scl|                          |       |         |
 87158|162076|BD+20 3570 |6638|   |     |      |267.10313578| 20.56542734| 12.58|   24.28|    4.87|G5IV                      | -26.66| 9.713| 9.21| 8.711| 0.503|Cet|                          |       |         |
 87163|161756|CD-26 12367|6621|   |     |      |267.11598724|-26.97493139|  2.69|   -1.10|   -5.21|B4IV                      |   9.00| 7.094| 6.17| 5.374| 0.924|Cet|                          |       |         |
 87174|161420|CP-55  8312|6614|   |     |      |267.15868275|-55.40182650| 18.89|  -21.51|   34.93|A9IV                      | -15.30| 9.693| 9.26| 8.860| 0.433|Cet|                          |       |         |
 87192|162161|BD+19 3435 |6642|   |     |      |267.19949504| 19.25499428|  6.04|   -7.88|    9.76|A1V                       | -25.00| 7.689| 6.69| 5.818| 0.999|Scl|                          |       |         |
 87194|162211|BD+25 3353 |6644|87 |     |      |267.20478811| 25.62296211| 15.39|   -4.14|  -38.22|K0IIIb                    | -25.24| 6.450| 5.42| 4.506| 1.030|Phe|                          |87Phe  |         |
 87212|162579|BD+50 2468 |6656|30 |     |AB    |267.26805786| 50.78054466| 15.03|  -50.40|  208.80|A2V                       | -57.00| 7.879| 7.56| 7.220| 0.319|Cet|                          |30Cet  |         |
 87220|161840|CD-31 14609|6628|   |     |      |267.29363899|-31.70318453|  5.86|    5.47|   -9.09|B8III-IV                  | -13.30|10.361| 9.26| 8.273| 1.101|Psc|                          |       |         |
 87224|162113|BD+02 3406 |6639|   |     |      |267.32936566|  1.96122600|  8.65|   -9.92|   76.45|K0/1 III                  | -59.85| 7.382| 6.26| 5.287| 1.122|Phe|                          |       |         |
 87234|163989|BD+76  667 |6701|35 |     |      |267.36223708| 76.96227803| 31.49|   36.64|  247.15|F7IV                      | -25.00|11.733|10.76| 9.700| 0.973|Cas|                          |35Cas  |         |
 87261|161892|CD-37 11907|6630|   |G    |A     |267.46437979|-37.04337108| 25.92|   45.50|   29.60|K2III                     |  24.70| 8.880| 7.86| 6.990| 1.020|And|                          |       |GAnd     |
 87280|162732|BD+48 2581 |6664|88 |Z    |      |267.51389005| 48.39411941|  3.43|    2.32|   14.70|B6IIInp shell             | -12.40| 9.813| 8.23| 6.832| 1.583|Cas|                          |88Cas  |ZCas     |
 87293|164428|BD+78  616 |6717|   |     |      |267.54208646| 78.30651606|  3.82|    3.92|    8.81|K5                        |  -8.16|10.088| 9.46| 8.823| 0.628|Phe|                          |       |         |
 87294|161912|CD-40 11886|6631|   |Iot02|A     |267.54629142|-40.09042826|  1.28|    2.80|   -2.60|A2Ib                      | -10.20| 9.618| 8.44| 7.419| 1.178|Cas|                          |       |Iot02Cas |
 87308|162555|BD+29 3126 |6654|   |     |      |267.59529967| 29.32202662| 12.86|   31.18|   48.33|K1III                     | -14.84| 8.816| 8.15| 7.500| 0.666|Psc|                          |       |         |
 87314|161783|CP-53  8799|6622|   |Ups01|A     |267.61829286|-53.61238064|  3.30|    7.80|  -10.20|B2V + B3V                 |  -4.30| 9.333| 8.23| 7.295| 1.103|Psc|                          |       |Ups01Psc |
 87335|162468|BD+12 3305 |6650|   |     |      |267.68170519| 11.94662923|  6.40|   -8.08|  -33.00|K1III-IV                  | -49.04| 9.069| 7.79| 6.700| 1.279|Cet|                          |       |         |
 87341|162570|BD+22 3227 |6655|   |     |      |267.70155156| 22.31638073| 10.67|   16.66|  -20.74|A6Vn                      |   4.10| 9.667| 8.73| 7.906| 0.937|And|                          |       |         |
 87379|161917|CP-53  8812|6632|   |Ups02|      |267.79596167|-53.13027021|  6.41|   15.81|    0.09|B9.5III/IV                |  18.80| 7.129| 6.17| 5.368| 0.959|Cet|                          |       |Ups02Cet |
 87380|162220|           |6645|   |     |B     |267.80175351|-30.55962958|  4.24|   10.11|   -2.10|B9.5 IV/V                 |  -8.70| 7.655| 7.39| 7.113| 0.265|Cet|                          |       |         |
 87381|162220|CD-30 14802|6645|   |     |A     |267.80229168|-30.55686280|  2.16|    7.80|   -9.90|B9.5 IV/V                 |  -8.70| 8.974| 8.29| 7.610| 0.684|Scl|                          |       |         |
 87382|162826|BD+40 3225 |6669|   |     |      |267.80847872| 40.07243914| 29.76|  -16.76|   10.77|F8V                       |   1.88|10.570| 9.77| 9.012| 0.800|Scl|                          |       |         |
 87390|162189|CD-40 11905|6643|   |     |A     |267.88572076|-40.77232779|  5.77|  -50.40|  -55.70|M2 III                    | -82.30|10.472| 8.94| 6.745| 1.532|Phe|                          |       |         |
 87393|161814|CP-60  6950|6624|   |     |A     |267.89779914|-60.16401824|  8.12|    0.86|  -15.43|K0III                     |  17.20|10.546|10.04| 9.486| 0.506|Cet|                          |       |         |
 87404|162123|CD-45 11958|6640|   |     |      |267.93562972|-45.60068708|  3.87|    9.40|   -7.04|G6 III                    |  -7.50| 8.290| 8.01| 7.729| 0.280|Cas|                          |       |         |
 87427|162734|BD+15 3292 |6665|   |     |AB    |267.99360354| 15.32627397|  4.27|   -1.70|   42.70|G8III                     | -42.86|11.262|10.37| 9.633| 0.892|Phe|                          |       |         |
 87428|162596|BD-01 3412 |6659|   |     |      |267.99769914| -1.23681168|  9.02|   -4.54|    0.96|K0 III                    | -42.80| 9.402| 8.49| 7.500| 0.912|Psc|                          |       |         |
 87434|163075|BD+46 2379 |6674|   |     |      |268.00368224| 46.64385569|  9.24|   29.75| -115.28|K0III                     | -26.85| 7.461| 7.36| 7.251| 0.101|Psc|                          |       |         |
 87445|162989|BD+40 3228 |6673|   |     |      |268.01970848| 39.98196395|  4.91|  -12.88|   52.12|K4III                     | -69.99|10.128| 9.06| 8.107| 1.068|Phe|                          |       |         |
 87460|162374|CD-34 12165|6647|   |     |      |268.05691298|-34.79918355|  3.87|    1.98|   -5.58|B5IIIp                    | -11.00|10.701| 9.91| 9.171| 0.791|Hyi|                          |       |         |
 87472|162391|CD-34 12170|6648|   |     |      |268.08233242|-34.41683048|  4.12|    1.76|   -5.69|G8/K0 III                 | -15.57| 9.090| 8.06| 7.175| 1.030|And|                          |       |         |
 87491|162774|BD+01 3528 |6667|   |     |      |268.14776349|  1.30504968|  8.87|  -34.38|  -16.00|K4 III                    | -65.92|10.768| 9.79| 8.870| 0.978|Hyi|                          |       |         |
 87495|162714|BD-06 4672 |6661|   |Y    |      |268.16126617| -6.14356515|  0.95|   -2.27|   -3.97|G3 Ia                     |  -7.40|10.479| 9.89| 9.238| 0.589|Cas|                          |       |YCas     |
 87516|162496|CD-34 12186|6651|   |     |      |268.20509141|-34.11482099|  5.26|    1.31|   -5.28|K1 III                    | -14.50| 7.919| 7.72| 7.517| 0.199|And|                          |       |         |
 87523|162396|CD-41 12139|6649|   |     |      |268.21863497|-41.99605952| 31.63|  141.54| -191.88|F9V Fe-0.7 CH-0.4         | -17.00| 8.994| 8.49| 7.961| 0.504|Psc|                          |       |         |
 87529|162515|CD-34 12187|6652|   |     |      |268.23237047|-35.01887934|  4.17|    1.96|   -4.46|B9 III                    |  -8.70| 9.878| 9.45| 8.967| 0.428|Hyi|                          |       |         |
 87532|162517|CD-35 12013|6653|   |     |      |268.23999288|-35.62418305| 15.79|    9.25|  -53.65|F2 V                      | -21.10|10.685|10.28| 9.884| 0.405|Cet|                          |       |         |
 87540|162757|BD-10 4560 |6666|   |     |      |268.26463722|-10.89948902| 10.87|   45.11|  -30.25|K1 V                      | -35.55| 6.993| 6.76| 6.492| 0.233|Cet|                          |       |         |
 87558|162917|BD+06 3566 |6670|   |     |      |268.30941637|  6.10125415| 32.13| -126.97|   68.77|F5V                       | -29.10| 8.281| 8.18| 8.077| 0.101|And|                          |       |         |
 87563|163217|BD+40 3233 |6677|90 |F    |AB    |268.32509119| 40.00783687|  9.22|    5.90|   45.70|K1+ IIIb CN-1             | -35.73|11.220| 9.80| 8.227| 1.420|Scl|                          |90Scl  |FScl     |
 87564|161955|CP-65  3507|6634|   |     |      |268.32590767|-65.48844289|  6.62|  -23.12|  -65.48|K0/1III                   | -45.10|10.498| 9.90| 9.299| 0.598|Scl|                          |       |         |
 87567|162586|CD-34 12200|6657|   |     |AB    |268.33157762|-34.73079246|  3.68|    2.45|   -5.31|B8Vs                      | -15.60| 9.916| 8.91| 8.059| 1.006|Phe|                          |       |         |
 87569|162587|CD-34 12203|6658|   |     |AB    |268.34779459|-34.89510945|  3.96|    2.50|   -5.00|K3 III                    | -11.94| 9.948| 8.88| 7.952| 1.068|Cet|                          |       |         |
 87585|163588|BD+56 2033 |6688|32 |Ksi  |A     |268.38178950| 56.87245205| 28.98|   93.90|   79.60|K2III                     | -26.38| 9.130| 8.63| 8.110| 0.500|Psc|Grumium                   |32Psc  |KsiPsc   |
 87616|162724|CD-34 12226|6662|   |     |AB    |268.47821561|-34.75271021|  3.17|    1.10|   -6.40|B9V                       | -32.00| 7.481| 5.92| 4.403| 1.561|Hyi|                          |       |         |
 87624|162725|CD-34 12228|6663|   |     |      |268.49222222|-34.83104229|  3.82|    3.31|   -4.51|A0p                       | -12.60| 9.551| 9.29| 9.039| 0.261|Cas|                          |       |         |
 87655|163151|BD+11 3283 |6676|   |     |AB    |268.55920521| 11.13095438| 14.72|  -58.00| -169.00|F3V                       | -25.88| 8.551| 8.19| 7.794| 0.361|And|                          |       |         |
 87670|164780|BD+75  647 |6735|   |     |      |268.61144098| 75.17121507|  6.23|  -13.30|   37.89|K0                        | -16.89| 8.550| 7.55| 6.671| 1.000|Phe|                          |       |         |
 87671|162817|CD-34 12244|6668|   |     |      |268.61300346|-34.46671110|  4.61|    1.68|   -4.56|A0II-III                  | -13.30| 8.642| 8.56| 8.503| 0.082|Cas|                          |       |         |
 87706|162978|CD-24 13615|6672|63 |     |*     |268.72517805|-24.88708842| -0.77|   -1.10|   -2.70|O8III(f)                  | -12.10| 8.730| 7.66| 6.736| 1.070|And|                          |63And  |         |
 87722|162926|CD-36 12008|6671|   |     |      |268.78345408|-36.47563281|  3.33|    2.74|   -5.13|B9.5 III                  | -14.70| 9.685| 8.25| 6.984| 1.435|Cas|                          |       |         |
 87728|164613|BD+72  818 |6725|34 |     |      |268.79640792| 72.00513387|  3.09|    8.29|   -2.50|F2III+                    |  -2.00| 9.043| 8.63| 8.197| 0.413|Psc|                          |34Psc  |         |
 87744|163929|BD+55 1995 |6699|   |     |      |268.84840636| 55.97109121| 17.74|   35.33|  124.24|F0IV                      | -29.00|10.506| 9.48| 8.560| 1.026|Cet|                          |       |         |
 87747|163506|BD+26 3120 |6685|89 |     |      |268.85494211| 26.04997841|  0.76|    4.40|    5.80|F2Ib                      | -27.80| 8.973| 8.47| 7.964| 0.503|Psc|                          |89Psc  |         |
 87777|163547|BD+22 3237 |6687|   |     |      |268.96171602| 22.46422111|  7.50|   -1.54|   -0.56|K3III                     | -44.06| 9.557| 8.56| 7.649| 0.997|Hyi|                          |       |         |
 87782|163245|BD-18 4686 |6679|   |     |      |268.97900673|-18.80210505| 10.15|   13.89|  -20.16|A1Vn                      |   4.00| 9.472| 9.13| 8.786| 0.342|Psc|                          |       |         |
 87808|163770|BD+37 2982 |6695|91 |The  |      |269.06324411| 37.25052159|  4.33|    2.67|    6.50|K1IIa CN2                 | -28.32| 7.697| 7.12| 6.500| 0.577|Psc|                          |91Psc  |ThePsc   |
 87812|163472|BD+00 3813 |6684|   |     |      |269.07667939|  0.67035574|  2.40|   -4.50|   -0.68|B3 III                    | -17.60|10.200| 9.66| 9.160| 0.540|Cet|                          |       |         |
 87813|163336|BD-15 4722 |6681|   |     |A     |269.07933841|-15.81236061| 13.52|   -8.40|  -64.50|A2IV                      | -24.00| 9.060| 8.84| 8.662| 0.220|Cas|                          |       |         |
 87833|164058|BD+51 2282 |6705|33 |Gam  |A     |269.15157428| 51.48895101| 21.14|   -8.48|  -22.79|K5III                     | -27.91| 9.462| 8.92| 8.354| 0.542|Cet|Etamin                    |33Cet  |GamCet   |
 87836|163318|CD-28 13878|6680|   |     |      |269.17424618|-28.06534894| 19.49|   31.20|  -18.52|A8V                       |  10.80| 8.821| 7.77| 6.863| 1.051|Cet|                          |       |         |
 87846|163145|CD-44 12201|6675|   |     |      |269.19760681|-44.34219845| 11.25|   -5.70|  -17.60|K2 III                    |  44.90| 7.963| 7.92| 7.855| 0.043|Psc|                          |       |         |
 87847|163532|BD-04 4376 |6686|   |     |      |269.19895065| -4.08180207|  8.15|   -5.54|   -8.22|K2 IIICNIb/II             | -35.10| 8.615| 6.99| 5.523| 1.625|Psc|                          |       |         |
 87850|163990|BD+45 2627 |6702|   |Op   |      |269.20214415| 45.35092744|  3.37|   14.95|  -31.17|M5+ IIab                  |  10.55| 8.335| 8.20| 8.066| 0.135|Cas|                          |       |OpCas    |
 87865|163234|CD-40 12001|6678|   |     |      |269.23285585|-40.30564835|  6.67|   24.91|    2.45|K3 III                    |  -6.10| 7.455| 7.07| 6.650| 0.385|Hyi|                          |       |         |
 87866|163641|BD+06 3578 |6690|   |     |      |269.23318536|  6.48773390|  5.15|   18.72|   -1.90|B9Vp                      | -19.90|10.142| 9.61| 8.771| 0.532|Hyi|                          |       |         |
 87875|163624|BD+00 3816 |6689|   |     |AB    |269.26792882|  0.06668750|  8.44|   25.90|   -9.00|A3 V                      |  -8.60| 8.055| 7.38| 6.736| 0.675|Cet|                          |       |         |
 87895|163840|BD+24 3283 |6697|   |     |AB    |269.30973612| 23.99571005| 35.40|  -17.70|   73.40|G2V                       | -32.83| 9.609| 9.15| 8.654| 0.459|Cet|                          |       |         |
 87910|163772|BD+11 3299 |6696|   |     |      |269.36245769| 11.04456801|  8.70|   -9.01|  -10.62|A0V                       | -16.40| 9.849| 8.63| 7.569| 1.219|Phe|                          |       |         |
 87926|161988|CP-76  1226|6635|   |     |A     |269.42367602|-76.17794628|  5.38|    1.92|   -1.71|K2III                     |  36.80| 9.675| 9.19| 8.678| 0.485|Cet|                          |       |         |
 87933|163993|BD+29 3156 |6703|92 |Ksi  |      |269.44096081| 29.24792539| 23.84|   82.47|  -18.76|G8.5III                   |  -1.72|10.070| 8.80| 7.713| 1.270|Hyi|                          |92Hyi  |KsiHyi   |
 87936|163376|CD-41 12231|6682|   |     |      |269.44919367|-41.71625827|  7.22|   -3.81|  -15.04|M0 III                    |   4.40| 9.456| 8.97| 8.472| 0.486|And|                          |       |         |
 87948|163433|CD-39 12058|6683|   |     |AB    |269.49082372|-39.13646677|  7.89|   -5.50|  -19.10|A0IV                      |  -1.30| 8.525| 8.34| 8.173| 0.185|Scl|                          |       |         |
 87998|164136|BD+30 3093 |6707|94 |Nu.  |AB    |269.62562350| 30.18926887|  3.79|   -0.82|    2.22|F2.  II                   | -22.30|11.350|10.29| 8.700| 1.060|Psc|                          |94Psc  |NuPsc    |
 88012|163685|CD-28 13936|6692|   |     |      |269.66270948|-28.75907586|  1.80|   -1.62|   -4.87|B3 II/III                 |  -9.00| 8.058| 7.76| 7.450| 0.298|Cas|                          |       |         |
 88020|164280|BD+36 2986 |6711|   |     |      |269.67632205| 36.28791595|  8.83|    6.69|  -49.51|G5III                     |   9.80| 9.709| 9.30| 8.859| 0.409|Eri|                          |       |         |
 88030|164429|BD+45 2635 |6718|   |     |      |269.71794171| 45.47615500|  7.66|   -0.49|   27.43|A2:VpSiSrCr               | -19.00| 8.261| 8.05| 7.850| 0.211|And|                          |       |         |
 88038|163652|CD-36 12060|6691|   |     |A     |269.73199696|-36.85840844|  8.21|   13.10|   12.90|G8 III                    | -87.30| 9.178| 8.93| 8.685| 0.248|Scl|                          |       |         |
 88048|163917|BD-09 4632 |6698|64 |Nu.  |      |269.75665635| -9.77334967| 21.64|   -9.30| -115.20|K1 III                    |  12.70| 9.550| 9.07| 8.549| 0.480|Cas|                          |64Cas  |NuCas    |
 88060|163755|CD-30 15035|6693|   |     |AB    |269.77199845|-30.25300498|  3.22|    0.60|   -7.20|K5/M0 III                 | -20.00|10.286| 9.19| 8.202| 1.096|Eri|                          |       |         |
 88101|164064|BD-04 4384 |6706|   |     |      |269.90318660| -4.82091170|  5.82|   -2.81|  -88.01|K5 III                    | -31.70| 8.922| 8.72| 8.525| 0.202|Cas|                          |       |         |
 88116|163955|CD-23 13731|6700|4  |     |      |269.94815304|-23.81601132|  7.85|   -3.60|  -47.40|B9.5II-III                | -18.00| 8.656| 8.02| 7.400| 0.636|Psc|                          |4Psc   |         |
 88122|164646|BD+45 2638 |6728|   |     |      |269.98417986| 45.50146062|  5.70|    2.85|  -34.43|M0+ IIIab                 |  -9.47| 6.627| 6.18| 5.715| 0.447|Psc|                          |       |         |
 88125|164028|BD-20 4940 |6704|   |     |      |270.00033384|-20.33949163|  3.55|    1.77|  -23.08|K0 III                    |  -7.90| 6.131| 4.90| 3.759| 1.231|Cet|                          |       |         |
 88127|166865|BD+79  570 |6809|40 |     |B     |270.01402261| 80.00052413| 19.64|   50.00|  136.20|F7V                       |   5.76| 9.840| 8.79| 7.874| 1.050|And|                          |40And  |         |
 88128|164349|BD+16 3335 |6713|93 |     |      |270.01425265| 16.75094484|  4.86|   -7.77|  -10.57|K0.5IIb                   | -24.47| 9.041| 8.87| 8.695| 0.171|Scl|                          |93Scl  |         |
 88136|166866|BD+79  571 |6810|41 |     |A     |270.03777781| 80.00379394| 18.84|   41.10|  122.20|F7V                       |   5.84| 9.296| 8.12| 7.117| 1.176|Cet|                          |41Cet  |         |
 88148|164258|BD+00 3832 |6709|   |     |      |270.06525677|  0.62948802|  7.39|   21.12|   -1.21|A3pSr                     | -35.30|10.645|10.21| 9.718| 0.435|Cet|                          |       |         |
 88149|164284|BD+04 3570 |6712|66 |     |      |270.06582303|  4.36864658|  5.01|    1.34|  -12.69|B2Ve                      | -12.80| 8.707| 8.03| 7.200| 0.677|Psc|                          |66Psc  |         |
 88172|164447|BD+19 3494 |6720|   |     |      |270.11522586| 19.50578346|  2.89|    4.74|    0.68|B7IV-V                    | -29.00| 9.750| 8.71| 7.783| 1.040|Hyi|                          |       |         |
 88175|164259|BD-03 4217 |6710|57 |Zet  |      |270.12050196| -3.69016105| 42.46|  155.37|  -44.45|F2V                       | -50.70| 9.258| 8.34| 7.516| 0.918|Hyi|                          |57Hyi  |ZetHyi   |
 88190|164614|BD+33 3006 |6726|   |     |      |270.15157307| 33.21373913|  3.90|   -4.17|  -24.29|K6III                     | -17.32| 9.632| 9.01| 8.371| 0.622|Psc|                          |       |         |
 88192|164353|BD+02 3458 |6714|67 |     |AB    |270.16131465|  2.93158728|  2.65|    0.00|   -8.90|B5Ib                      |  -5.20| 7.431| 6.99| 6.514| 0.441|Psc|                          |67Psc  |         |
 88213|164432|BD+06 3597 |6719|   |     |      |270.22024381|  6.26831150|  2.08|   -0.54|   -7.44|B2III                     | -14.00| 8.578| 7.61| 6.753| 0.968|And|                          |       |         |
 88217|164507|BD+15 3327 |6722|   |     |      |270.23875871| 15.09379160| 22.44|  -51.60|  -99.64|G5IV                      |   5.40| 9.670| 9.54| 9.421| 0.130|Cas|                          |       |         |
 88258|164358|BD-17 4987 |6715|6  |     |      |270.34634344|-17.15685212|  1.24|   -0.73|   -7.10|K2 III                    | -22.00| 8.259| 7.25| 6.387| 1.009|And|                          |6And   |         |
 88267|164668|BD+21 3280 |6729|95 |     |AB    |270.37667866| 21.59568907|  7.82|    8.10|   40.20|A2Vn                      | -33.30| 8.128| 7.62| 7.108| 0.508|And|                          |95And  |         |
